scan_number,compound,theoretical_mz,observed_mz,mz_difference,tolerance_used,intensity,sn_ratio,mass_type,molecular_formula
91,Trioctylphosphine selenide (77Se),448.30057729764,448.2826,0.017977297640015877,0.02,805007.0,7933.1,protonated,C24H51P77Se
91,Trioctylphosphine selenide (78Se),449.29797239764,449.2806,0.017372397640031068,0.02,1922103.0,18972.1,protonated,C24H51P78Se
91,TOPSe [M+H]+,451.29718459764,451.2795,0.017684597640027278,0.02,3777140.0,37413.9,protonated,C24H51PSe
91,Trioctylphosphine selenide (80Se),451.29718459764,451.2795,0.017684597640027278,0.02,3777140.0,37413.9,protonated,C24H51P80Se
91,Trioctylphosphine selenide (82Se),453.29736269764,453.2804,0.016962697639996804,0.02,769807.0,7653.2,protonated,C24H51P82Se
92,DMSO-d6 [M+H]+,85.059423,85.0595,7.700000000454565e-05,0.01,6505.0,252.4,protonated,C2D6OS
92,Toluene [M+H]+,93.070425,93.0649,0.005525000000005775,0.01,4195.0,166.6,protonated,C7H8
92,PBG fragment 2 [M+H]+,125.060255,125.0537,0.006554999999991651,0.01,4404.0,184.0,protonated,C7H8O2
92,Linoleic acid [M+H]+,283.26370536157,283.2518,0.011905361569972683,0.02,31663.0,663.7,protonated,C18H34O2
92,Oleic acid - H2O [M+H]+,283.26370536157,283.2518,0.011905361569972683,0.02,31663.0,663.7,protonated,C18H34O2
92,Linoleic acid - H2O [M+H]+,283.26370536157,283.2518,0.011905361569972683,0.02,31663.0,663.7,protonated,C18H34O2
92,Palmitoleic acid [M+H]+,283.26370536157,283.2518,0.011905361569972683,0.02,31663.0,663.7,protonated,C18H34O2
92,Lead acetate [M+H]+,327.01108700000003,326.9952,0.015887000000020635,0.02,9388.0,153.2,protonated,PbC4H6O4
92,TOP [M+H]+,371.38066329764,371.3658,0.01486329764003358,0.02,13892.0,158.2,protonated,C24H51P
92,TOPO [M+H]+,387.3755779172,387.36,0.015577917200005231,0.02,1162033.0,12627.0,protonated,C24H51OP
92,Trioctylphosphine selenide (74Se),445.30313969764,445.2849,0.018239697640012764,0.02,69933.0,687.8,protonated,C24H51P74Se
92,Trioctylphosphine selenide (76Se),447.29987689764,447.2819,0.01797689763998278,0.02,788621.0,7775.0,protonated,C24H51P76Se
92,Trioctylphosphine selenide (77Se),448.30057729764,448.2826,0.017977297640015877,0.02,877009.0,8666.8,protonated,C24H51P77Se
92,Trioctylphosphine selenide (78Se),449.29797239764,449.2807,0.017272397639999326,0.02,2096921.0,20755.4,protonated,C24H51P78Se
92,TOPSe [M+H]+,451.29718459764,451.2795,0.017684597640027278,0.02,4118990.0,40906.5,protonated,C24H51PSe
92,Trioctylphosphine selenide (80Se),451.29718459764,451.2795,0.017684597640027278,0.02,4118990.0,40906.5,protonated,C24H51P80Se
92,Trioctylphosphine selenide (82Se),453.29736269764,453.2804,0.016962697639996804,0.02,841059.0,8376.6,protonated,C24H51P82Se
93,DMSO-d6 [M+H]+,85.059423,85.0596,0.0001770000000078653,0.01,5876.0,230.5,protonated,C2D6OS
93,PBG fragment 2 [M+H]+,125.060255,125.0538,0.006455000000002542,0.01,4398.0,180.8,protonated,C7H8O2
93,Linoleic acid [M+H]+,283.26370536157,283.2516,0.012105361569979323,0.02,32553.0,663.0,protonated,C18H34O2
93,Oleic acid - H2O [M+H]+,283.26370536157,283.2516,0.012105361569979323,0.02,32553.0,663.0,protonated,C18H34O2
93,Linoleic acid - H2O [M+H]+,283.26370536157,283.2516,0.012105361569979323,0.02,32553.0,663.0,protonated,C18H34O2
93,Palmitoleic acid [M+H]+,283.26370536157,283.2516,0.012105361569979323,0.02,32553.0,663.0,protonated,C18H34O2
93,Lead acetate [M+H]+,327.01108700000003,326.9952,0.015887000000020635,0.02,9034.0,142.8,protonated,PbC4H6O4
93,TOP [M+H]+,371.38066329764,371.3655,0.015163297640015116,0.02,15462.0,168.9,protonated,C24H51P
93,TOPO [M+H]+,387.3755779172,387.36,0.015577917200005231,0.02,1156278.0,12111.8,protonated,C24H51OP
93,Trioctylphosphine selenide (74Se),445.30313969764,445.2852,0.017939697640031227,0.02,74053.0,692.7,protonated,C24H51P74Se
93,Trioctylphosphine selenide (76Se),447.29987689764,447.282,0.017876897640007883,0.02,842920.0,7900.4,protonated,C24H51P76Se
93,Trioctylphosphine selenide (77Se),448.30057729764,448.2826,0.017977297640015877,0.02,937576.0,8803.0,protonated,C24H51P77Se
93,Trioctylphosphine selenide (78Se),449.29797239764,449.2807,0.017272397639999326,0.02,2240147.0,21066.3,protonated,C24H51P78Se
93,TOPSe [M+H]+,451.29718459764,451.2795,0.017684597640027278,0.02,4396242.0,41491.8,protonated,C24H51PSe
93,Trioctylphosphine selenide (80Se),451.29718459764,451.2795,0.017684597640027278,0.02,4396242.0,41491.8,protonated,C24H51P80Se
93,Trioctylphosphine selenide (82Se),453.29736269764,453.2804,0.016962697639996804,0.02,896865.0,8493.1,protonated,C24H51P82Se
94,DMSO-d6 [M+H]+,85.059423,85.0596,0.0001770000000078653,0.01,5767.0,228.3,protonated,C2D6OS
94,Linoleic acid [M+H]+,283.26370536157,283.2514,0.012305361569985962,0.02,34317.0,685.8,protonated,C18H34O2
94,Oleic acid - H2O [M+H]+,283.26370536157,283.2514,0.012305361569985962,0.02,34317.0,685.8,protonated,C18H34O2
94,Linoleic acid - H2O [M+H]+,283.26370536157,283.2514,0.012305361569985962,0.02,34317.0,685.8,protonated,C18H34O2
94,Palmitoleic acid [M+H]+,283.26370536157,283.2514,0.012305361569985962,0.02,34317.0,685.8,protonated,C18H34O2
94,Lead acetate [M+H]+,327.01108700000003,326.9948,0.016287000000033913,0.02,8735.0,135.7,protonated,PbC4H6O4
94,TOP [M+H]+,371.38066329764,371.3654,0.015263297639990014,0.02,17156.0,182.1,protonated,C24H51P
94,TOPO [M+H]+,387.3755779172,387.36,0.015577917200005231,0.02,1154047.0,11724.5,protonated,C24H51OP
94,Trioctylphosphine selenide (74Se),445.30313969764,445.2849,0.018239697640012764,0.02,80188.0,733.2,protonated,C24H51P74Se
94,Trioctylphosphine selenide (76Se),447.29987689764,447.282,0.017876897640007883,0.02,904522.0,8297.9,protonated,C24H51P76Se
94,Trioctylphosphine selenide (77Se),448.30057729764,448.2827,0.01787729764004098,0.02,1006980.0,9252.7,protonated,C24H51P77Se
94,Trioctylphosphine selenide (78Se),449.29797239764,449.2807,0.017272397639999326,0.02,2420775.0,22274.8,protonated,C24H51P78Se
94,TOPSe [M+H]+,451.29718459764,451.2796,0.017584597639995536,0.02,4753231.0,43884.0,protonated,C24H51PSe
94,Trioctylphosphine selenide (80Se),451.29718459764,451.2796,0.017584597639995536,0.02,4753231.0,43884.0,protonated,C24H51P80Se
94,Trioctylphosphine selenide (82Se),453.29736269764,453.2804,0.016962697639996804,0.02,970013.0,8984.4,protonated,C24H51P82Se
95,DMSO-d6 [M+H]+,85.059423,85.0596,0.0001770000000078653,0.01,5517.0,218.1,protonated,C2D6OS
95,Linoleic acid [M+H]+,283.26370536157,283.2517,0.012005361569947581,0.02,35193.0,694.8,protonated,C18H34O2
95,Oleic acid - H2O [M+H]+,283.26370536157,283.2517,0.012005361569947581,0.02,35193.0,694.8,protonated,C18H34O2
95,Linoleic acid - H2O [M+H]+,283.26370536157,283.2517,0.012005361569947581,0.02,35193.0,694.8,protonated,C18H34O2
95,Palmitoleic acid [M+H]+,283.26370536157,283.2517,0.012005361569947581,0.02,35193.0,694.8,protonated,C18H34O2
95,Lead acetate [M+H]+,327.01108700000003,326.9951,0.015987000000052376,0.02,8276.0,125.8,protonated,PbC4H6O4
95,TOP [M+H]+,371.38066329764,371.3655,0.015163297640015116,0.02,19109.0,194.1,protonated,C24H51P
95,TOPO [M+H]+,387.3755779172,387.3602,0.015377917199998592,0.02,1171998.0,11364.1,protonated,C24H51OP
95,Trioctylphosphine selenide (74Se),445.30313969764,445.2853,0.017839697639999486,0.02,87357.0,755.9,protonated,C24H51P74Se
95,Trioctylphosphine selenide (76Se),447.29987689764,447.2822,0.017676897640001243,0.02,973038.0,8437.9,protonated,C24H51P76Se
95,Trioctylphosphine selenide (77Se),448.30057729764,448.283,0.017577297640002598,0.02,1086193.0,9439.1,protonated,C24H51P77Se
95,Trioctylphosphine selenide (78Se),449.29797239764,449.281,0.01697239764001779,0.02,2604796.0,22671.6,protonated,C24H51P78Se
95,TOPSe [M+H]+,451.29718459764,451.2798,0.017384597639988897,0.02,5124431.0,44753.5,protonated,C24H51PSe
95,Trioctylphosphine selenide (80Se),451.29718459764,451.2798,0.017384597639988897,0.02,5124431.0,44753.5,protonated,C24H51P80Se
95,Trioctylphosphine selenide (82Se),453.29736269764,453.2807,0.016662697639958424,0.02,1042980.0,9138.1,protonated,C24H51P82Se
96,Linoleic acid [M+H]+,283.26370536157,283.2519,0.011805361569997785,0.02,36741.0,711.9,protonated,C18H34O2
96,Oleic acid - H2O [M+H]+,283.26370536157,283.2519,0.011805361569997785,0.02,36741.0,711.9,protonated,C18H34O2
96,Linoleic acid - H2O [M+H]+,283.26370536157,283.2519,0.011805361569997785,0.02,36741.0,711.9,protonated,C18H34O2
96,Palmitoleic acid [M+H]+,283.26370536157,283.2519,0.011805361569997785,0.02,36741.0,711.9,protonated,C18H34O2
96,Lead acetate [M+H]+,327.01108700000003,326.9955,0.015587000000039097,0.02,7999.0,118.7,protonated,PbC4H6O4
96,TOP [M+H]+,371.38066329764,371.3655,0.015163297640015116,0.02,21428.0,211.3,protonated,C24H51P
96,TOPO [M+H]+,387.3755779172,387.3603,0.015277917200023694,0.02,1185528.0,11170.7,protonated,C24H51OP
96,Trioctylphosphine selenide (74Se),445.30313969764,445.2854,0.017739697640024588,0.02,94190.0,790.2,protonated,C24H51P74Se
96,Trioctylphosphine selenide (76Se),447.29987689764,447.2823,0.017576897639969502,0.02,1046079.0,8793.8,protonated,C24H51P76Se
96,Trioctylphosphine selenide (77Se),448.30057729764,448.2831,0.0174772976400277,0.02,1167868.0,9835.4,protonated,C24H51P77Se
96,Trioctylphosphine selenide (78Se),449.29797239764,449.2811,0.01687239764004289,0.02,2798753.0,23601.3,protonated,C24H51P78Se
96,TOPSe [M+H]+,451.29718459764,451.2799,0.017284597640014,0.02,5509002.0,46614.0,protonated,C24H51PSe
96,Trioctylphosphine selenide (80Se),451.29718459764,451.2799,0.017284597640014,0.02,5509002.0,46614.0,protonated,C24H51P80Se
96,Trioctylphosphine selenide (82Se),453.29736269764,453.2809,0.016462697640008628,0.02,1121111.0,9521.6,protonated,C24H51P82Se
97,Linoleic acid [M+H]+,283.26370536157,283.2519,0.011805361569997785,0.02,36779.0,689.0,protonated,C18H34O2
97,Oleic acid - H2O [M+H]+,283.26370536157,283.2519,0.011805361569997785,0.02,36779.0,689.0,protonated,C18H34O2
97,Linoleic acid - H2O [M+H]+,283.26370536157,283.2519,0.011805361569997785,0.02,36779.0,689.0,protonated,C18H34O2
97,Palmitoleic acid [M+H]+,283.26370536157,283.2519,0.011805361569997785,0.02,36779.0,689.0,protonated,C18H34O2
97,Lead acetate [M+H]+,327.01108700000003,326.9958,0.01528700000005756,0.02,7532.0,107.8,protonated,PbC4H6O4
97,TOP [M+H]+,371.38066329764,371.3656,0.015063297640040219,0.02,22677.0,215.3,protonated,C24H51P
97,TOPO [M+H]+,387.3755779172,387.3603,0.015277917200023694,0.02,1168752.0,10609.7,protonated,C24H51OP
97,Trioctylphosphine selenide (74Se),445.30313969764,445.2856,0.01753969764001795,0.02,97373.0,794.8,protonated,C24H51P74Se
97,Trioctylphosphine selenide (76Se),447.29987689764,447.2823,0.017576897639969502,0.02,1092878.0,8946.0,protonated,C24H51P76Se
97,Trioctylphosphine selenide (77Se),448.30057729764,448.2831,0.0174772976400277,0.02,1223003.0,10029.9,protonated,C24H51P77Se
97,Trioctylphosphine selenide (78Se),449.29797239764,449.2811,0.01687239764004289,0.02,2923228.0,24001.5,protonated,C24H51P78Se
97,TOPSe [M+H]+,451.29718459764,451.28,0.0171845976400391,0.02,5749974.0,47369.6,protonated,C24H51PSe
97,Trioctylphosphine selenide (80Se),451.29718459764,451.28,0.0171845976400391,0.02,5749974.0,47369.6,protonated,C24H51P80Se
97,Trioctylphosphine selenide (82Se),453.29736269764,453.2808,0.016562697639983526,0.02,1178076.0,9746.5,protonated,C24H51P82Se
98,Linoleic acid [M+H]+,283.26370536157,283.2518,0.011905361569972683,0.02,38184.0,706.4,protonated,C18H34O2
98,Oleic acid - H2O [M+H]+,283.26370536157,283.2518,0.011905361569972683,0.02,38184.0,706.4,protonated,C18H34O2
98,Linoleic acid - H2O [M+H]+,283.26370536157,283.2518,0.011905361569972683,0.02,38184.0,706.4,protonated,C18H34O2
98,Palmitoleic acid [M+H]+,283.26370536157,283.2518,0.011905361569972683,0.02,38184.0,706.4,protonated,C18H34O2
98,Lead acetate [M+H]+,327.01108700000003,326.9952,0.015887000000020635,0.02,7607.0,107.7,protonated,PbC4H6O4
98,TOP [M+H]+,371.38066329764,371.3657,0.014963297640008477,0.02,24010.0,227.2,protonated,C24H51P
98,TOPO [M+H]+,387.3755779172,387.3603,0.015277917200023694,0.02,1151909.0,10427.2,protonated,C24H51OP
98,Trioctylphosphine selenide (74Se),445.30313969764,445.2855,0.017639697639992846,0.02,101613.0,827.3,protonated,C24H51P74Se
98,Trioctylphosphine selenide (76Se),447.29987689764,447.2823,0.017576897639969502,0.02,1147709.0,9364.0,protonated,C24H51P76Se
98,Trioctylphosphine selenide (77Se),448.30057729764,448.283,0.017577297640002598,0.02,1278815.0,10451.0,protonated,C24H51P77Se
98,Trioctylphosphine selenide (78Se),449.29797239764,449.2811,0.01687239764004289,0.02,3076181.0,25159.4,protonated,C24H51P78Se
98,TOPSe [M+H]+,451.29718459764,451.2801,0.01708459764000736,0.02,6051029.0,49620.5,protonated,C24H51PSe
98,Trioctylphosphine selenide (80Se),451.29718459764,451.2801,0.01708459764000736,0.02,6051029.0,49620.5,protonated,C24H51P80Se
98,Trioctylphosphine selenide (82Se),453.29736269764,453.2808,0.016562697639983526,0.02,1236252.0,10186.2,protonated,C24H51P82Se
99,Linoleic acid [M+H]+,283.26370536157,283.252,0.011705361569966044,0.02,38254.0,711.8,protonated,C18H34O2
99,Oleic acid - H2O [M+H]+,283.26370536157,283.252,0.011705361569966044,0.02,38254.0,711.8,protonated,C18H34O2
99,Linoleic acid - H2O [M+H]+,283.26370536157,283.252,0.011705361569966044,0.02,38254.0,711.8,protonated,C18H34O2
99,Palmitoleic acid [M+H]+,283.26370536157,283.252,0.011705361569966044,0.02,38254.0,711.8,protonated,C18H34O2
99,Lead acetate [M+H]+,327.01108700000003,326.9947,0.01638700000000881,0.02,7561.0,107.2,protonated,PbC4H6O4
99,TOP [M+H]+,371.38066329764,371.3654,0.015263297639990014,0.02,25038.0,236.7,protonated,C24H51P
99,TOPO [M+H]+,387.3755779172,387.3604,0.015177917199991953,0.02,1147434.0,10384.5,protonated,C24H51OP
99,Trioctylphosphine selenide (74Se),445.30313969764,445.2855,0.017639697639992846,0.02,107417.0,872.4,protonated,C24H51P74Se
99,Trioctylphosphine selenide (76Se),447.29987689764,447.2824,0.017476897639994604,0.02,1202901.0,9798.6,protonated,C24H51P76Se
99,Trioctylphosphine selenide (77Se),448.30057729764,448.2832,0.01737729763999596,0.02,1338049.0,10918.4,protonated,C24H51P77Se
99,Trioctylphosphine selenide (78Se),449.29797239764,449.2812,0.01677239764001115,0.02,3231647.0,26389.5,protonated,C24H51P78Se
99,TOPSe [M+H]+,451.29718459764,451.2802,0.01698459764003246,0.02,6345688.0,51969.3,protonated,C24H51PSe
99,Trioctylphosphine selenide (80Se),451.29718459764,451.2802,0.01698459764003246,0.02,6345688.0,51969.3,protonated,C24H51P80Se
99,Trioctylphosphine selenide (82Se),453.29736269764,453.2809,0.016462697640008628,0.02,1296969.0,10661.6,protonated,C24H51P82Se
100,Linoleic acid [M+H]+,283.26370536157,283.252,0.011705361569966044,0.02,40392.0,742.4,protonated,C18H34O2
100,Oleic acid - H2O [M+H]+,283.26370536157,283.252,0.011705361569966044,0.02,40392.0,742.4,protonated,C18H34O2
100,Linoleic acid - H2O [M+H]+,283.26370536157,283.252,0.011705361569966044,0.02,40392.0,742.4,protonated,C18H34O2
100,Palmitoleic acid [M+H]+,283.26370536157,283.252,0.011705361569966044,0.02,40392.0,742.4,protonated,C18H34O2
100,Lead acetate [M+H]+,327.01108700000003,326.9949,0.016187000000059015,0.02,7270.0,101.7,protonated,PbC4H6O4
100,TOP [M+H]+,371.38066329764,371.3656,0.015063297640040219,0.02,27561.0,255.2,protonated,C24H51P
100,TOPO [M+H]+,387.3755779172,387.3603,0.015277917200023694,0.02,1153547.0,10211.3,protonated,C24H51OP
100,Trioctylphosphine selenide (74Se),445.30313969764,445.2857,0.017439697639986207,0.02,116581.0,926.6,protonated,C24H51P74Se
100,Trioctylphosphine selenide (76Se),447.29987689764,447.2824,0.017476897639994604,0.02,1277445.0,10181.0,protonated,C24H51P76Se
100,Trioctylphosphine selenide (77Se),448.30057729764,448.2832,0.01737729763999596,0.02,1423511.0,11366.3,protonated,C24H51P77Se
100,Trioctylphosphine selenide (78Se),449.29797239764,449.2811,0.01687239764004289,0.02,3423678.0,27355.6,protonated,C24H51P78Se
100,TOPSe [M+H]+,451.29718459764,451.2801,0.01708459764000736,0.02,6719813.0,53849.5,protonated,C24H51PSe
100,Trioctylphosphine selenide (80Se),451.29718459764,451.2801,0.01708459764000736,0.02,6719813.0,53849.5,protonated,C24H51P80Se
100,Trioctylphosphine selenide (82Se),453.29736269764,453.2809,0.016462697640008628,0.02,1376129.0,11058.9,protonated,C24H51P82Se
101,Linoleic acid [M+H]+,283.26370536157,283.2518,0.011905361569972683,0.02,40934.0,748.0,protonated,C18H34O2
101,Oleic acid - H2O [M+H]+,283.26370536157,283.2518,0.011905361569972683,0.02,40934.0,748.0,protonated,C18H34O2
101,Linoleic acid - H2O [M+H]+,283.26370536157,283.2518,0.011905361569972683,0.02,40934.0,748.0,protonated,C18H34O2
101,Palmitoleic acid [M+H]+,283.26370536157,283.2518,0.011905361569972683,0.02,40934.0,748.0,protonated,C18H34O2
101,TOP [M+H]+,371.38066329764,371.3654,0.015263297639990014,0.02,29832.0,277.1,protonated,C24H51P
101,TOPO [M+H]+,387.3755779172,387.3603,0.015277917200023694,0.02,1163681.0,10363.9,protonated,C24H51OP
101,Trioctylphosphine selenide (74Se),445.30313969764,445.2855,0.017639697639992846,0.02,123568.0,987.0,protonated,C24H51P74Se
101,Trioctylphosphine selenide (76Se),447.29987689764,447.2824,0.017476897639994604,0.02,1338691.0,10716.6,protonated,C24H51P76Se
101,Trioctylphosphine selenide (77Se),448.30057729764,448.2831,0.0174772976400277,0.02,1492816.0,11963.5,protonated,C24H51P77Se
101,Trioctylphosphine selenide (78Se),449.29797239764,449.2812,0.01677239764001115,0.02,3603608.0,28911.0,protonated,C24H51P78Se
101,TOPSe [M+H]+,451.29718459764,451.28,0.0171845976400391,0.02,7053090.0,56715.7,protonated,C24H51PSe
101,Trioctylphosphine selenide (80Se),451.29718459764,451.28,0.0171845976400391,0.02,7053090.0,56715.7,protonated,C24H51P80Se
101,Trioctylphosphine selenide (82Se),453.29736269764,453.2808,0.016562697639983526,0.02,1449475.0,11684.3,protonated,C24H51P82Se
102,Linoleic acid [M+H]+,283.26370536157,283.2515,0.01220536156995422,0.02,40924.0,742.8,protonated,C18H34O2
102,Oleic acid - H2O [M+H]+,283.26370536157,283.2515,0.01220536156995422,0.02,40924.0,742.8,protonated,C18H34O2
102,Linoleic acid - H2O [M+H]+,283.26370536157,283.2515,0.01220536156995422,0.02,40924.0,742.8,protonated,C18H34O2
102,Palmitoleic acid [M+H]+,283.26370536157,283.2515,0.01220536156995422,0.02,40924.0,742.8,protonated,C18H34O2
102,TOP [M+H]+,371.38066329764,371.3652,0.015463297639996654,0.02,31830.0,295.9,protonated,C24H51P
102,TOPO [M+H]+,387.3755779172,387.3601,0.015477917200030333,0.02,1167444.0,10415.3,protonated,C24H51OP
102,Trioctylphosphine selenide (74Se),445.30313969764,445.2852,0.017939697640031227,0.02,129268.0,1029.8,protonated,C24H51P74Se
102,Trioctylphosphine selenide (76Se),447.29987689764,447.2821,0.01777689763997614,0.02,1409966.0,11255.2,protonated,C24H51P76Se
102,Trioctylphosphine selenide (77Se),448.30057729764,448.2829,0.01767729764003434,0.02,1575444.0,12600.8,protonated,C24H51P77Se
102,Trioctylphosphine selenide (78Se),449.29797239764,449.2809,0.01707239764004953,0.02,3785900.0,30310.0,protonated,C24H51P78Se
102,TOPSe [M+H]+,451.29718459764,451.2798,0.017384597639988897,0.02,7429685.0,59629.1,protonated,C24H51PSe
102,Trioctylphosphine selenide (80Se),451.29718459764,451.2798,0.017384597639988897,0.02,7429685.0,59629.1,protonated,C24H51P80Se
102,Trioctylphosphine selenide (82Se),453.29736269764,453.2805,0.016862697639965063,0.02,1525621.0,12282.0,protonated,C24H51P82Se
103,Linoleic acid [M+H]+,283.26370536157,283.2517,0.012005361569947581,0.02,43080.0,766.2,protonated,C18H34O2
103,Oleic acid - H2O [M+H]+,283.26370536157,283.2517,0.012005361569947581,0.02,43080.0,766.2,protonated,C18H34O2
103,Linoleic acid - H2O [M+H]+,283.26370536157,283.2517,0.012005361569947581,0.02,43080.0,766.2,protonated,C18H34O2
103,Palmitoleic acid [M+H]+,283.26370536157,283.2517,0.012005361569947581,0.02,43080.0,766.2,protonated,C18H34O2
103,TOP [M+H]+,371.38066329764,371.3653,0.015363297640021756,0.02,33523.0,301.4,protonated,C24H51P
103,TOPO [M+H]+,387.3755779172,387.3601,0.015477917200030333,0.02,1177501.0,10140.1,protonated,C24H51OP
103,Trioctylphosphine selenide (74Se),445.30313969764,445.2851,0.018039697640006125,0.02,133967.0,1037.5,protonated,C24H51P74Se
103,Trioctylphosphine selenide (76Se),447.29987689764,447.2821,0.01777689763997614,0.02,1469309.0,11408.3,protonated,C24H51P76Se
103,Trioctylphosphine selenide (77Se),448.30057729764,448.2829,0.01767729764003434,0.02,1633047.0,12703.7,protonated,C24H51P77Se
103,Trioctylphosphine selenide (78Se),449.29797239764,449.2809,0.01707239764004953,0.02,3939314.0,30675.3,protonated,C24H51P78Se
103,TOPSe [M+H]+,451.29718459764,451.2799,0.017284597640014,0.02,7717283.0,60288.2,protonated,C24H51PSe
103,Trioctylphosphine selenide (80Se),451.29718459764,451.2799,0.017284597640014,0.02,7717283.0,60288.2,protonated,C24H51P80Se
103,Trioctylphosphine selenide (82Se),453.29736269764,453.2805,0.016862697639965063,0.02,1583414.0,12410.9,protonated,C24H51P82Se
104,Linoleic acid [M+H]+,283.26370536157,283.2519,0.011805361569997785,0.02,42863.0,760.6,protonated,C18H34O2
104,Oleic acid - H2O [M+H]+,283.26370536157,283.2519,0.011805361569997785,0.02,42863.0,760.6,protonated,C18H34O2
104,Linoleic acid - H2O [M+H]+,283.26370536157,283.2519,0.011805361569997785,0.02,42863.0,760.6,protonated,C18H34O2
104,Palmitoleic acid [M+H]+,283.26370536157,283.2519,0.011805361569997785,0.02,42863.0,760.6,protonated,C18H34O2
104,TOP [M+H]+,371.38066329764,371.3657,0.014963297640008477,0.02,35699.0,328.5,protonated,C24H51P
104,TOPO [M+H]+,387.3755779172,387.3601,0.015477917200030333,0.02,1185466.0,10480.7,protonated,C24H51OP
104,Trioctylphosphine selenide (74Se),445.30313969764,445.2852,0.017939697640031227,0.02,138834.0,1090.4,protonated,C24H51P74Se
104,Trioctylphosphine selenide (76Se),447.29987689764,447.2822,0.017676897640001243,0.02,1524230.0,12001.9,protonated,C24H51P76Se
104,Trioctylphosphine selenide (77Se),448.30057729764,448.283,0.017577297640002598,0.02,1692885.0,13346.7,protonated,C24H51P77Se
104,Trioctylphosphine selenide (78Se),449.29797239764,449.2809,0.01707239764004953,0.02,4090772.0,32275.3,protonated,C24H51P78Se
104,TOPSe [M+H]+,451.29718459764,451.2799,0.017284597640014,0.02,7992820.0,63187.9,protonated,C24H51PSe
104,Trioctylphosphine selenide (80Se),451.29718459764,451.2799,0.017284597640014,0.02,7992820.0,63187.9,protonated,C24H51P80Se
104,Trioctylphosphine selenide (82Se),453.29736269764,453.2805,0.016862697639965063,0.02,1644843.0,13033.6,protonated,C24H51P82Se
105,Linoleic acid [M+H]+,283.26370536157,283.2518,0.011905361569972683,0.02,42469.0,758.7,protonated,C18H34O2
105,Oleic acid - H2O [M+H]+,283.26370536157,283.2518,0.011905361569972683,0.02,42469.0,758.7,protonated,C18H34O2
105,Linoleic acid - H2O [M+H]+,283.26370536157,283.2518,0.011905361569972683,0.02,42469.0,758.7,protonated,C18H34O2
105,Palmitoleic acid [M+H]+,283.26370536157,283.2518,0.011905361569972683,0.02,42469.0,758.7,protonated,C18H34O2
105,TOP [M+H]+,371.38066329764,371.3659,0.014763297640001838,0.02,38558.0,355.4,protonated,C24H51P
105,TOPO [M+H]+,387.3755779172,387.3603,0.015277917200023694,0.02,1211268.0,10689.9,protonated,C24H51OP
105,Trioctylphosphine selenide (74Se),445.30313969764,445.2855,0.017639697639992846,0.02,143839.0,1118.4,protonated,C24H51P74Se
105,Trioctylphosphine selenide (76Se),447.29987689764,447.2824,0.017476897639994604,0.02,1580801.0,12313.8,protonated,C24H51P76Se
105,Trioctylphosphine selenide (77Se),448.30057729764,448.2832,0.01737729763999596,0.02,1758062.0,13711.2,protonated,C24H51P77Se
105,Trioctylphosphine selenide (78Se),449.29797239764,449.2811,0.01687239764004289,0.02,4241636.0,33112.2,protonated,C24H51P78Se
105,TOPSe [M+H]+,451.29718459764,451.2801,0.01708459764000736,0.02,8252581.0,64510.8,protonated,C24H51PSe
105,Trioctylphosphine selenide (80Se),451.29718459764,451.2801,0.01708459764000736,0.02,8252581.0,64510.8,protonated,C24H51P80Se
105,Trioctylphosphine selenide (82Se),453.29736269764,453.2808,0.016562697639983526,0.02,1708299.0,13392.6,protonated,C24H51P82Se
106,Linoleic acid [M+H]+,283.26370536157,283.2519,0.011805361569997785,0.02,42339.0,743.4,protonated,C18H34O2
106,Oleic acid - H2O [M+H]+,283.26370536157,283.2519,0.011805361569997785,0.02,42339.0,743.4,protonated,C18H34O2
106,Linoleic acid - H2O [M+H]+,283.26370536157,283.2519,0.011805361569997785,0.02,42339.0,743.4,protonated,C18H34O2
106,Palmitoleic acid [M+H]+,283.26370536157,283.2519,0.011805361569997785,0.02,42339.0,743.4,protonated,C18H34O2
106,TOP [M+H]+,371.38066329764,371.366,0.01466329764002694,0.02,43216.0,396.8,protonated,C24H51P
106,TOPO [M+H]+,387.3755779172,387.3603,0.015277917200023694,0.02,1247667.0,10967.1,protonated,C24H51OP
106,Trioctylphosphine selenide (74Se),445.30313969764,445.2854,0.017739697640024588,0.02,151941.0,1181.5,protonated,C24H51P74Se
106,Trioctylphosphine selenide (76Se),447.29987689764,447.2824,0.017476897639994604,0.02,1661449.0,12931.2,protonated,C24H51P76Se
106,Trioctylphosphine selenide (77Se),448.30057729764,448.2832,0.01737729763999596,0.02,1850336.0,14417.2,protonated,C24H51P77Se
106,Trioctylphosphine selenide (78Se),449.29797239764,449.2811,0.01687239764004289,0.02,4471948.0,34880.0,protonated,C24H51P78Se
106,TOPSe [M+H]+,451.29718459764,451.2801,0.01708459764000736,0.02,8608364.0,67225.8,protonated,C24H51PSe
106,Trioctylphosphine selenide (80Se),451.29718459764,451.2801,0.01708459764000736,0.02,8608364.0,67225.8,protonated,C24H51P80Se
106,Trioctylphosphine selenide (82Se),453.29736269764,453.2808,0.016562697639983526,0.02,1801072.0,14103.8,protonated,C24H51P82Se
107,Linoleic acid [M+H]+,283.26370536157,283.2519,0.011805361569997785,0.02,42718.0,743.2,protonated,C18H34O2
